emp_single_visual,emp_double_visual,emp_single_manual,emp_double_manual,idealObs_single_visual,idealObs_double_visual,idealObs_single_manual,idealObs_double_manual
0.240595410325975,0.400089033897684,0.342436615834682,0.543589743589744,0.582561180409227,0.996069546524957,0.446443611204169,0.609805513678188
0.984633979249751,1.15843638029042,0.546744362072405,0.563650732901513,1.59019051490408,1.85527785559061,0.883427246299511,0.814691030842902
0.724639625978599,0.904975022169288,0.343589743589744,0.707692307692308,1.11287062745451,1.10524137224182,0.656948688198138,0.773296791769255
1.02610662376001,1.19975679138347,0.589676649410394,0.81025641025641,1.58899733725162,1.80436169680116,0.903889124527631,0.774703203073612
1.10627437662725,1.1613769575553,0.533333333333333,0.753846153846154,1.67468203360507,1.87938936058175,0.79292787315666,0.800079944096713
0.805124508697249,1.13519663981795,0.605037717362863,0.6681372543392,1.36195292245579,1.50526862128118,0.695660877481529,0.706715892525185
0.802881752760916,1.04324415278479,0.425641025641026,0.805154757295224,1.26109269927788,1.54128050873257,0.74865853297149,0.844858863994582
1.08817427941957,1.21663832252024,0.488230995234063,0.82051282051282,1.66482986493393,1.70318385544819,0.81193060491231,0.809262250329802
0.753533188861604,0.867196851088799,0.505351344146201,0.697435897435897,1.33869884406935,1.33532439219391,0.814200048689751,0.761180075206158
0.304636894200141,0.25036287714634,0.117948717948718,0.246153846153846,0.632755574297515,0.543808998880343,0.293080313317687,0.503793415157299
0.695384314773469,0.765067580969652,0.384615384615385,0.687179487179487,1.15884373010302,0.993872489089704,0.660124287358322,0.789613463884342
0.829146058276373,1.08667151433893,0.677599426080443,0.779487179487179,1.30987360673289,1.73237817846933,0.990509146981639,0.866257490755768
0.800803058842106,0.886573607009434,0.425641025641026,0.714978147669855,1.41242485065121,1.44320969465181,0.646682610302633,0.637403454419614
0.671908245460062,0.892693463411524,0.456410256410256,0.692307692307692,1.13974021681104,1.45865105176548,0.775606650225869,0.77952220023887
0.762819230512769,0.908133991042496,0.390461929149393,0.578010812772447,1.19632505754767,1.40934088292702,0.595583833054848,0.663853099557952
1.27870172309004,1.29289807481811,0.574358974358974,0.866314708097874,1.84151763156892,1.83482110003123,0.954074903758957,0.920724676102397
0.895888089545634,1.08636008402663,0.569230769230769,0.764102564102564,1.40453946422536,1.57424288661104,0.904945901166255,0.806660904401592
0.98980243022544,1.18523709895184,0.420512820512821,0.738461538461539,1.53624586957214,1.63666015639496,0.69831790183486,0.742638874808394
0.800921579895828,0.919883411348208,0.471255219549406,0.625641025641026,1.29345976896631,1.24991646130157,0.722867938239763,0.678574461721703
